(1.2, 0.4, 0.7)
(1.6, 1.7, 0.7)
(0.8, 3.5, 1.1)
(-0.4, 3.9, 1.5)
(-2.2, 3.0, 2.0)
(1.1, -4.1, 0.4)
(2.8, -3.2, -0.1)
(3.2, -1.9, -0.2)
(2.4, -0.1, 0.2)
(0.5, 0.5, -1.2)
(1.0, 1.9, -1.2)
(0.2, 3.6, -0.8)
(-1.1, 4.1, -0.4)
(-2.8, 3.2, 0.1)
(0.4, -3.9, -1.5)
(2.2, -3.0, -2.0)
(2.6, -1.7, -2.1)
(1.8, 0.1, -1.7)
