(6.1, -10.2, 26.7)
(4.9, -7.5, 27.4)
(2.5, -2.1, 28.6)
(1.3, 0.5, 29.2)
(1.3, 0.5, 29.2)
(10.9, -20.9, 24.3)
(10.9, -20.9, 24.3)
(9.7, -18.2, 24.9)
(7.3, -12.8, 26.1)
(-6.1, 10.2, -26.7)
(-7.3, 12.8, -26.1)
(-9.7, 18.2, -24.9)
(-10.9, 20.9, -24.3)
(-10.9, 20.9, -24.3)
(-1.3, -0.5, -29.2)
(-1.3, -0.5, -29.2)
(-2.5, 2.1, -28.6)
(-4.9, 7.5, -27.4)
