(0.0, 1.1, 0.0)
(0.0, 5.1, 0.0)
(0.0, 10.5, 0.0)
(0.0, 11.8, 0.0)
(0.0, 9.1, 0.0)
(0.0, -12.3, 0.0)
(0.0, -9.6, 0.0)
(0.0, -5.6, 0.0)
(0.0, -0.2, 0.0)
(0.0, 1.6, 0.0)
(0.0, 5.6, 0.0)
(0.0, 10.9, 0.0)
(0.0, 12.3, 0.0)
(0.0, 9.6, 0.0)
(0.0, -11.8, 0.0)
(0.0, -9.1, 0.0)
(0.0, -5.1, 0.0)
(0.0, 0.2, 0.0)
